Action_Required__c,Administrative_Support__c,Checkout_Cart_Items_Count__c,Content_Challenged_Thinking__c,Delivery_Mode__c,Delivery_Type__c,Develop_Topic_Insights__c,Effective_Learning_Activities__c,Errors,Evaluation_Summary__c,Evaluation_Type__c,External_Key__c,Facilitator_Knowledge__c,Facilities_Catering__c,hed__Capacity__c,hed__Course__c,hed__End_Date__c,hed__Facility__c,hed__Faculty__c,hed__Section_ID__c,hed__Start_Date__c,hed__Term__c,IsActive__c,LMS_Creation_Date__c,LMS_Integration_Status__c,LMS_Quality__c,Migration_Id__c,Minimum_Participants__c,Name,On_Hold_Seat__c,Overall_Experience__c,Peer_Engagement__c,Primary_Facilitator__c,Program_Offering__c,Real_World_Learning_Opportunities__c,Registration_End_Date__c,Registration_Start_Date__c,Total_Number_of_Registered_Learners__c,Virtual_Platform_Quality__c,Visible_on_Website__c
,,3,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2022-08-31,a0FAD000001RWUr2AO,,,2022-08-17,a0PAD000004zxBL2AY,false,,,,,10,EXOS0059-20220817-1,,,,a09AD000004DVq5YAG,,,2022-08-15,2022-06-09,15,,false
,,7,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2022-10-06,a0FAD000001RWUr2AO,,,2022-10-06,a0PAD000004zxBM2AY,false,,,,,8,EXOS0060-20220823-1,,,,a09AD000004DVq5YAG,,,2022-10-04,2022-05-01,15,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2018-12-01,a0FAD000001RWUr2AO,,,2018-12-01,a0PAD000004zxBN2AY,false,,,,,8,EXOS0060-20221201-1,,,,a09AD000004DVq5YAG,,,2022-08-14,2022-08-13,0,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2022-07-13,a0FAD000001RWUr2AO,,,2022-06-15,a0PAD0000050KpB2AU,false,,Success,,,10,GSZ601-20220615-1,,,,a09AD000004DVq5YAG,,,2022-05-25,2022-05-01,13,,false
,,,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2022-08-11,,,,2022-06-22,a0PAD0000050KpC2AU,false,,Success,,,8,GSZ602-20220713-1,,,,a09AD000004DVq5YAG,,,2022-06-15,2022-05-01,1,,false
,,6,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2022-08-18,a0FAD000001RWUr2AO,,,2022-07-05,a0PAD000004zxBO2AY,false,,Success,,,6,GSZ603-20220721-1,,,,a09AD000004DVq5YAG,,,2022-07-02,2022-05-01,14,,false
,,0,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2022-08-31,,,,2022-07-26,a0PAD000004zxBP2AY,false,,Success,,,6,GSZ606-20220803-1,,,,a09AD000004DVq5YAG,,,2022-07-20,2022-05-01,9,,false
,,4,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2022-10-05,a0FAD000001RWUr2AO,,,2022-08-11,a0PAD000004zxBQ2AY,false,,Success,,,5,GSZ608-20220825-1,,,,a09AD000004DVq5YAG,,,2022-08-03,2022-05-01,12,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2022-06-28,a0FAD000001RWUr2AO,,,2022-05-31,a0PAD0000050KpD2AU,false,,Success,,,8,GSZ614-20220531-1,,,,a09AD000004DVq5YAG,,,2022-05-10,2022-05-01,21,,false
,,0,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2022-10-13,,,,2022-08-31,a0PAD0000050KpE2AU,false,,Success,,,6,GSZ615-20220915-1,,,,a09AD000004DVq5YAG,,,2022-08-28,2022-05-01,8,,false
,,,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2022-08-04,,,,2022-07-23,a0PAD0000050KpF2AU,false,,Success,,,10,GSZ616-20220707-1,,,,a09AD000004DVq5YAG,,,2022-06-16,2022-05-01,10,,false
,,,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,30,,2022-08-01,,,,2022-08-01,a0PAD000004zxBR2AY,false,,,,,8,LTUM1005-20220621-1,,,,a09AD000004DVq5YAG,,,2022-08-03,2022-05-01,3,,false
,,5,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,999,,1930-12-24,,,,2022-05-16,a0PAD000004zxBS2AY,false,,Success,,,1,EXOS0061-20220516-1,,,,a09AD000004DVq5YAG,,,2023-09-14,2022-08-15,21,,false
,,3,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,999,,2023-12-31,,,,2022-05-16,a0PAD000004zxBT2AY,true,,Success,,,1,EXOS0062-20220516-1,,,,a09AD000004DVq5YAG,,,2023-10-21,2022-05-16,61,,false
,,1,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,999,,1930-12-24,,,,2022-05-16,a0PAD0000050KpG2AU,false,,Success,,,1,EXOS0063-20220516-1,,,,a09AD000004DVq5YAG,,,2023-09-14,2022-08-15,7,,false
,,10,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,999,,1930-12-24,,,,2022-05-16,a0PAD0000050KpH2AU,false,,Success,,,1,EXOS0064-20220516-1,,,,a09AD000004DVq5YAG,,,2023-09-14,2022-08-15,22,,false
,,3,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,999,,1930-12-24,,,,2022-05-16,a0PAD0000050KpI2AU,false,,Success,,,1,EXOS0065-20220516-1,,,,a09AD000004DVq5YAG,,,2023-09-14,2022-05-16,59,,false
,,0,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,999,,1930-12-24,,,,2022-05-16,a0PAD0000050KpJ2AU,false,,Success,,,1,EXOS0066-20220516-1,,,,a09AD000004DVq5YAG,,,2023-09-14,2022-08-15,1,,false
,,10,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,999,,1930-12-24,,,,2022-05-16,a0PAD0000050KpK2AU,false,,Success,,,1,EXOS0067-20220516-1,,,,a09AD000004DVq5YAG,,,2023-09-14,2022-08-15,46,,false
,,1,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,999,,1930-12-24,,,,2022-05-16,a0PAD000004zxBU2AY,false,,Success,,,1,EXOS0068-20220516-1,,,,a09AD000004DVq5YAG,,,2023-09-14,2022-08-15,17,,false
,,6,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,999,,1930-12-24,,,,2022-05-16,a0PAD0000050KpL2AU,false,,Success,,,1,EXOS0069-20220516-1,,,,a09AD000004DVq5YAG,,,2023-09-14,2022-08-15,2,,false
,,1,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,999,,1930-12-24,,,,2022-05-16,a0PAD000004zxBV2AY,false,,Success,,,1,EXOS0070-20220516-1,,,,a09AD000004DVq5YAG,,,2023-09-14,2022-08-15,16,,false
,,13,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,9999,,1930-12-24,,,,2022-05-16,a0PAD0000050KpM2AU,false,,Success,,,1,EXOS0071-20220516-1,,,,a09AD000004DVq5YAG,,,2023-09-14,2022-08-15,117,,false
,,31,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,999,,1930-12-24,,,,2022-05-16,a0PAD0000050KpN2AU,false,,Success,,,1,EXOS0072-20220516-1,,,,a09AD000004DVq5YAG,,,1930-12-24,2022-08-15,285,,false
,,,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,9999,,1930-12-24,,,,2022-05-16,a0PAD0000050KpO2AU,false,,Success,,,1,EXOS0073-20220516-1,,,,a09AD000004DVq5YAG,,,2023-04-12,2022-08-15,0,,false
,,19,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,9999,,1930-12-24,,,,2022-05-16,a0PAD0000050KpP2AU,false,,Success,,,1,EXOS0074-20220516-1,,,,a09AD000004DVq5YAG,,,1930-12-24,2022-08-15,312,,false
,,43,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,9999,,1930-12-24,,,,2022-05-16,a0PAD0000050KpQ2AU,false,,Success,,,1,EXOS0075-20220516-1,,,,a09AD000004DVq5YAG,,,1930-12-24,2022-08-15,419,,false
,,19,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,9999,,1930-12-24,,,,2022-05-16,a0PAD0000050KpR2AU,false,,Success,,,1,EXOS0076-20220516-1,,,,a09AD000004DVq5YAG,,,2023-09-14,2022-08-15,218,,false
,,34,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,9999,,1930-12-24,,,,2022-05-16,a0PAD000004zxBW2AY,false,,Success,,,1,EXOS0077-20220516-1,,,,a09AD000004DVq5YAG,,,1930-12-24,2022-08-15,311,,false
,,32,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,9999,,1930-12-24,,,,2022-05-16,a0PAD0000050KpS2AU,false,,Success,,,1,EXOS0078-20220516-1,,,,a09AD000004DVq5YAG,,,1930-12-24,2022-08-15,264,,false
,,37,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,9999,,1930-12-24,,,,2022-05-16,a0PAD0000050KpT2AU,false,,Success,,,1,EXOS0079-20220516-1,,,,a09AD000004DVq5YAG,,,1930-12-24,2022-08-15,337,,false
,,15,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,9999,,1930-12-24,,,,2022-05-16,a0PAD0000050KpU2AU,false,,Success,,,1,EXOS0080-20220516-1,,,,a09AD000004DVq5YAG,,,1930-12-24,2022-08-15,225,,false
,,16,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,9999,,1930-12-24,,,,2022-05-16,a0PAD0000050KpV2AU,false,,Success,,,1,EXOS0081-20220516-1,,,,a09AD000004DVq5YAG,,,2023-09-14,2022-08-15,215,,false
,,4,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,999,,2022-07-26,,,,2022-01-01,a0PAD000004zxBX2AY,false,,Success,,,1,EXOS0082-20220516-1,,,,a09AD000004DVq5YAG,,,2022-07-25,2022-01-01,13,,false
,,1,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,999,,1930-12-24,,,,2022-05-16,a0PAD000004zxBY2AY,false,,Success,,,1,EXOS0083-20220516-1,,,,a09AD000004DVq5YAG,,,2023-09-14,2022-08-15,7,,false
,,2,,,Online Self-paced,,,"Cannot deserialize instance of date from VALUE_STRING value 5/2/22 or request may be missing a required field at [Source: N/A; line: -1, column: -1][line:-1, column:-1]",,,,,,999,,1930-12-24,,,,2022-05-16,a0PAD000004zxBZ2AY,true,5/2/22,Success,,,1,EXOS0084-20220516-1,,,,a09AD000004DVq5YAG,,,1930-12-24,2022-05-16,13,,false
,,,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2022-06-17,,,,2022-05-16,a0PAD0000050KpW2AU,false,,Success,,,8,EXCM0001-20220516-1,,,,a09AD000004DVq5YAG,,,2022-05-02,2022-02-07,0,,false
,,2,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2022-09-16,,,,2022-08-15,a0PAD000004zxBa2AI,false,,Success,,,8,EXCM0001-20220815-1,,,,a09AD000004DVq5YAG,,,2022-08-08,2022-05-01,9,,false
,,2,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2022-12-02,,,,2022-10-31,a0PAD000004zxBb2AI,false,,Success,,,8,EXCM0001-20221031-1,,,,a09AD000004DVq5YAG,,,2022-10-24,2022-08-09,7,,false
,,5,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,40,,2022-12-05,,,,2022-09-30,a0PAD000004zxBc2AI,false,,Success,,,1,EXCM0002-20220905-1,,,,a09AD000004DVq5YAG,,,2022-09-27,2022-05-01,0,,false
,,0,,,Online Self-paced,,,End Date should be equal to or greater than Start Date,,,,,,999,,1930-12-24,,,,2022-05-15,a0PAD000004zxBd2AI,false,,Success,,,1,EXOS0085-20220516-1,,,,a09AD000004DVq5YAG,,,1930-12-24,2022-05-23,0,,false
,,3,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,20,,2022-08-14,,,,2022-07-30,a0PAD0000050KpX2AU,false,,Success,,,1,LWN164-20220730-1,,,,a09AD000004DVq5YAG,,,2022-07-25,2022-06-16,4,,false
,,0,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,20,,2022-10-31,,,,2022-07-27,a0PAD000004zxBe2AI,false,,Success,,,1,EXOS0023-20220727-1,,,,a09AD000004DVq5YAG,,,2022-07-24,2022-06-16,3,,false
,,1,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,20,,2022-12-31,,,,2022-07-27,a0PAD000004zxBf2AI,false,,Success,,,1,PUP116-20220727-1,,,,a09AD000004DVq5YAG,,,2022-07-24,2022-06-16,0,,false
,,5,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,20,,2022-08-27,,,,2022-08-11,a0PAD0000050KpY2AU,false,,Success,,,1,EXOS0029-20220811-1,,,,a09AD000004DVq5YAG,,,2022-08-03,2022-06-17,3,,false
,,0,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,20,,2022-12-31,,,,2022-08-11,a0PAD0000050KpZ2AU,false,,Success,,,1,PUN632-20220811-1,,,,a09AD000004DVq5YAG,,,2022-08-03,2022-06-17,0,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,20,,2022-12-31,,,,2022-09-09,a0PAD000004zxBg2AI,false,,Success,,,1,EXOS0031-2022099-1,,,,a09AD000004DVq5YAG,,,2022-09-02,2022-06-20,3,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,20,,2022-12-31,,,,2022-09-09,a0PAD000004zxBh2AI,false,,Success,,,1,PUN219-2022099-1,,,,a09AD000004DVq5YAG,,,2022-09-02,2022-06-20,0,,false
,,3,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,20,,2022-12-31,,,,2022-09-23,a0PAD0000050Kpa2AE,false,,Success,,,1,EXOS0028-20220923-1,,,,a09AD000004DVq5YAG,,,2022-09-16,2022-06-21,2,,false
,,0,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,20,,2022-12-31,,,,2022-09-23,a0PAD0000050Kpb2AE,false,,Success,,,1,PUN454-20220923-1,,,,a09AD000004DVq5YAG,,,2022-09-16,2022-06-21,2,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,,,2020-03-25,,,,2020-03-25,a0PAD000004zxBi2AI,false,,,,,,EXOS0092-20200325-1,,,,a09AD000004DVq5YAG,,,,,,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,,,2020-05-27,,,,2020-05-27,a0PAD0000050Kpc2AE,false,,,,,,EXOS0092-20200527-1,,,,a09AD000004DVq5YAG,,,,,21,,false
,,,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,,,2021-06-30,,,,2021-05-01,a0PAD0000050Kpd2AE,false,,Success,,,,EXOS0093-20210501-1,,,,a09AD000004DVq5YAG,,,,,6,,false
,,,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,,,2022-05-31,,,,2022-05-01,a0PAD000004zxBj2AI,false,,Success,,,,EXOS0093-20220501-1,,,,a09AD000004DVq5YAG,,,,,,,false
,,,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2022-08-11,,,,2022-06-22,a0PAD0000050Kpe2AE,false,,Success,,,8,GSZ602-20220721-1,,,,,,,2022-06-15,2022-05-01,16,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2021-11-07,,,,2021-10-11,a0PAD000004zxBk2AI,false,,Success,,,1,EUNM0002-20211011-1,,,,,,,,,1,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2020-10-25,,,,2020-09-28,a0PAD0000050Kpf2AE,false,,Success,,,1,EUNM6390-20200928-1,,,,,,,,,1,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2021-06-06,,,,2021-05-10,a0PAD0000050Kpg2AE,false,,Success,,,1,EUNM6390-20210510-1,,,,,,,,,,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2021-10-31,,,,2021-10-04,a0PAD0000050Kph2AE,false,,Success,,,1,EUNM6390-20211004-1,,,,,,,,,0,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2019-08-04,,,,2019-05-13,a0PAD0000050Kpi2AE,false,,Success,,,1,EUNM6510-20190513-1,,,,,,,,,3,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2020-05-24,,,,2020-04-27,a0PAD0000050Kpj2AE,false,,Success,,,1,EUNM6510-20200427-1,,,,,,,,,4,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2020-10-18,,,,2020-09-21,a0PAD000004zxBl2AI,false,,Success,,,1,EUNM6510-20200921-1,,,,,,,,,14,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2021-05-30,,,,2021-05-03,a0PAD0000050Kpk2AE,false,,Success,,,1,EUNM6510-20210503-1,,,,,,,,,3,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2021-10-24,,,,2021-09-27,a0PAD000004zxBm2AI,false,,Success,,,1,EUNM6510-20210927-1,,,,,,,,,0,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2021-06-20,,,,2021-05-24,a0PAD000004zxBn2AI,false,,Success,,,1,EUQM6520-20210524-1,,,,,,,,,3,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2021-11-14,,,,2021-10-18,a0PAD0000050Kpl2AE,false,,Success,,,1,EUQM6520-20211018-1,,,,,,,,,1,,false
,,,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2021-03-18,,,,2021-02-11,a0PAD0000050Kpm2AE,false,,Success,,,8,EXCM0001-20210211-1,,,,,,,,,,,false
,,,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2021-08-23,,,,2021-08-23,a0PAD0000050Kpn2AE,false,,Success,,,8,EXCM0001-20210823-1,,,,,,,,,11,,false
,,,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2021-11-08,,,,2021-11-08,a0PAD000004zxBo2AI,false,,Success,,,8,EXCM0001-20211108-1,,,,,,,,,15,,false
,,,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2022-04-14,,,,2022-03-31,a0PAD0000050Kpo2AE,false,,Success,,,8,EXCM0001-20220331-1,,,,,,,,,13,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,40,,2022-05-02,,,,2022-03-07,a0PAD0000050Kpp2AE,false,,Success,,,1,EXCM0002-20220307-1,,,,,,,,,6,,false
,,,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,,,2022-04-28,,,,2022-04-28,a0PAD0000050Kpq2AE,false,,,,,,EXOA0001-20220428-1,,,,,,,,,61,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,,,2020-11-01,,,,2020-10-05,a0PAD0000050Kpr2AE,false,,,,,,EXOM0001-20201005-1,,,,,,,,,1,,false
,,,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,30,,2022-04-12,,,,2022-04-12,a0PAD0000050Kps2AE,false,,Success,,,10,EXOS0003-20220412-1,,,,,,,,,1,,false
,,,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,25,,2019-09-20,,,,2019-09-20,a0PAD0000050Kpt2AE,false,,,,,12,EXOS0004-20190920-1,,,,,,,,,0,,false
,,,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,25,,2021-07-14,,,,2021-07-14,a0PAD0000050Kpu2AE,false,,,,,12,EXOS0004-20210714-1,,,,,,,,,21,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2019-10-09,,,,2019-10-09,a0PAD0000050Kpv2AE,false,,,,,8,EXOS0005-20191009-1,,,,,,,,,20,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2020-05-15,,,,2020-05-15,a0PAD0000050Kpw2AE,false,,,,,8,EXOS0005-20200515-1,,,,,,,,,20,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2020-11-04,,,,2020-11-04,a0PAD0000050Kpx2AE,false,,,,,8,EXOS0005-20201104-1,,,,,,,,,14,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2021-06-08,,,,2021-06-08,a0PAD000004zxBp2AI,false,,,,,8,EXOS0005-20210608-1,,,,,,,,,0,,false
,,,,,Brisbane Classroom,,,,,,,,,35,a0CAD00000vNbRw2AK,2021-12-01,,,,2021-12-01,a0PAD000004zxBq2AI,false,,,,,8,EXOS0005-20211201-1,,,,,,,,,21,,false
,,,,,Online Classroom,,,Required fields are missing: [hed__Course__c],,,,,,25,,2019-11-22,,,,2019-11-19,a0PAD0000050Kpy2AE,false,,,,,10,EXOS0006-20191119-1,,,,,,,,,0,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,25,,2019-11-01,,,,2019-10-19,a0PAD000004zxBr2AI,false,,,,,10,EXOS0008-20191019-1,,,,,,,,,9,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,25,,2020-08-27,,,,2020-08-18,a0PAD000004zxBs2AI,false,,,,,10,EXOS0008-20200818-1,,,,,,,,,9,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,25,,2021-06-09,,,,2021-06-01,a0PAD000004zxBt2AI,false,,,,,10,EXOS0008-20210601-1,,,,,,,,,15,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,30,,2020-03-13,,,,2020-03-09,a0PAD0000050Kpz2AE,false,,,,,10,EXOS0009-20200309-1,,,,,,,,,21,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,30,,2020-03-13,,,,2020-03-12,a0PAD0000050Kq02AE,false,,,,,10,EXOS0009-20200312-1,,,,,,,,,2,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,30,,2021-03-19,,,,2021-03-18,a0PAD000004zxBu2AI,false,,,,,10,EXOS0009-20210318-1,,,,,,,,,1,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,30,,2021-05-20,,,,2021-05-19,a0PAD000004zxBv2AI,false,,,,,10,EXOS0009-20210519-1,,,,,,,,,13,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,30,,2020-03-11,,,,2020-03-09,a0PAD000004zxBw2AI,false,,,,,10,EXOS0010-20200309-1,,,,,,,,,31,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,30,,2020-03-13,,,,2020-03-09,a0PAD000004zxBx2AI,false,,,,,10,EXOS0010-20200309-2,,,,,,,,,31,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,30,,2021-03-17,,,,2021-03-15,a0PAD0000050Kq12AE,false,,,,,10,EXOS0010-20210315-1,,,,,,,,,33,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,,,,,2021-07-14,a0PAD0000050Kq22AE,false,,,,,8,EXOS0011-20210714-1,,,,,,,,,11,,false
,,,,,Brisbane Classroom,,,,,Face-to-Face,,,,35,a0CAD00000vNbRx2AK,2021-10-28,,,,2021-10-28,a0PAD0000050Kq32AE,false,,,,,8,EXOS0011-20211028-1,,,,,,,,,10,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2022-04-07,,,,2022-04-06,a0PAD0000050Kq42AE,false,,,,,8,EXOS0011-20220406-1,,,,,,,,,18,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2019-06-05,,,,2019-06-04,a0PAD0000050Kq52AE,false,,,,,10,EXOS0012-20190604-1,,,,,,,,,26,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2020-10-28,,,,2020-10-27,a0PAD0000050Kq62AE,false,,,,,10,EXOS0012-20201027-1,,,,,,,,,30,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2021-06-08,,,,2021-06-07,a0PAD0000050Kq72AE,false,,,,,10,EXOS0012-20210607-1,,,,,,,,,15,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2021-11-01,,,,2021-10-31,a0PAD0000050Kq82AE,false,,,,,10,EXOS0012-20211031-1,,,,,,,,,0,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2021-11-02,,,,2021-11-01,a0PAD0000050Kq92AE,false,,,,,10,EXOS0012-20211101-1,,,,,,,,,17,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2019-04-14,,,,2019-03-18,a0PAD0000050KqA2AU,false,,Success,,,1,EXOS0013-20190318-1,,,,,,,,,1,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2019-09-29,,,,2019-09-02,a0PAD0000050KqB2AU,false,,Success,,,1,EXOS0013-20190902-1,,,,,,,,,13,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2020-04-26,,,,2020-03-30,a0PAD0000050KqC2AU,false,,Success,,,1,EXOS0013-20200330-1,,,,,,,,,6,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2020-09-20,,,,2020-08-24,a0PAD0000050KqD2AU,false,,Success,,,1,EXOS0013-20200824-1,,,,,,,,,13,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2021-05-02,,,,2021-04-05,a0PAD0000050KqE2AU,false,,Success,,,1,EXOS0013-20210405-1,,,,,,,,,9,,false
,,,,,Online Self-paced,,,Required fields are missing: [hed__Course__c],,,,,,200,,2021-09-26,,,,2021-08-30,a0PAD0000050KqF2AU,false,,Success,,,1,EXOS0013-20210830-1,,,,,,,,,7,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2020-06-11,,,,2020-06-10,a0PAD0000050KqG2AU,false,,,,,8,EXOS0014-20200610-1,,,,,,,,,11,,false
,,,,,Brisbane Classroom,,,Required fields are missing: [hed__Course__c],,,,,,35,,2021-04-29,,,,2021-04-29,a0PAD0000050KqH2AU,false,,,,,8,EXOS0014-20210429-1,,,,,,,,,9,,false
,,,,,,,,Required fields are missing: [hed__Course__c],,,,,,35,,2019-03-26,,,,2019-03-26,a0PAD0000050KqI2AU,false,,,,,8,EXOS0018-20190326-1,,,,,,,,,40,,false
,,,,,,,,Required fields are missing: [hed__Course__c],,,,,,35,,2019-08-27,,,,2019-08-27,a0PAD0000050KqJ2AU,false,,,,,8,EXOS0018-20190827-1,,,,,,,,,13,,false
,,,,,,,,Required fields are missing: [hed__Course__c],,,,,,35,,2020-03-03,,,,2020-03-03,a0PAD000004zxBy2AI,false,,,,,8,EXOS0018-20200303-1,,,,,,,,,16,,false
,,,,,,,,Required fields are missing: [hed__Course__c],,,,,,35,,2020-09-10,,,,2020-09-10,a0PAD000004zxBz2AI,false,,,,,8,EXOS0018-20200910-1,,,,,,,,,21,,false
